StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,CHLA_N,F_CHLA_N,Unnamed: 20,Component,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,09:00:00,1.7,OPC3,10,1,0.45,800,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,10,2,0.45,480,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,10,3,0.45,740,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,20,1,0.46,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,20,2,0.46,600,0.0,0.0,0.0,,8.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,20,3,0.46,620,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,30,1,0.48,740,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,30,2,0.48,540,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,30,3,0.48,1000,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,40,1,0.54,620,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,40,2,0.54,520,0.0,0.0,0.0,,13.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,40,3,0.54,620,0.0,0.0,0.0,,7.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,50,1,0.64,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,50,2,0.64,330,0.0,9.0,0.0,,2.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,50,3,0.64,400,0.0,0.0,0.0,,10.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,60,1,0.65,580,0.0,60.0,0.0,,6.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,60,2,0.65,300,0.0,120.0,0.0,,3.0,0.0,0.0,,0.0
cbmocnut  ,P,08/23/2007 8:46,1,1,1,2,,0.002,<0>  ,0.008,<0>  ,0.002,<0>  ,0.022,<0>  ,0.024,<0>  ,23.9,<0>  ,,OPC,2007,AUG,,,OPC3,60,3,0.65,320,0.0,0.0,0.0,,50.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,15:25:00,low,OPC1,10,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,10,2,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,10,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,20,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,20,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,20,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,30,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,30,2,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,30,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,40,1,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,40,2,0.32,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,40,3,0.32,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,50,1,0.28,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,50,2,0.28,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,50,3,0.28,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,60,1,0.35,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,60,2,0.35,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC1,10,3,0.35,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,16:15:00,mid,OPC2,10,1,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,10,2,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,10,3,0.48,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,20,1,0.45,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,20,2,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,20,3,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,30,1,0.27,12,0.0,20.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,30,2,0.27,40,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,30,3,0.27,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,40,1,0.19,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,40,2,0.19,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,40,3,0.19,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,50,1,0.24,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,50,2,0.24,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,50,3,0.24,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,60,1,0.22,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,60,2,0.22,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:15,1,1,1,1,,0.004,<0>  ,0.093,<0>  ,0.009,<0>  ,0.548,<0>  ,0.557,<0>  ,28.1,<0>  ,,OPC,2007,OCT ,,,OPC2,60,3,0.22,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,15:25:00,low,OPC1,10,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,10,2,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,10,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,20,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,20,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,20,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,30,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,30,2,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,30,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,40,1,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,40,2,0.32,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,40,3,0.32,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,50,1,0.28,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,50,2,0.28,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,50,3,0.28,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,60,1,0.35,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,60,2,0.35,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC1,10,3,0.35,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,16:15:00,mid,OPC2,10,1,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,10,2,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,10,3,0.48,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,20,1,0.45,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,20,2,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,20,3,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,30,1,0.27,12,0.0,20.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,30,2,0.27,40,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,30,3,0.27,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,40,1,0.19,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,40,2,0.19,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,40,3,0.19,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,50,1,0.24,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,50,2,0.24,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,50,3,0.24,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,60,1,0.22,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,60,2,0.22,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,10/30/2007 13:16,1,1,1,2,,0.003,<0>  ,0.078,<0>  ,0.007,<0>  ,0.609,<0>  ,0.616,<0>  ,26.2,<0>  ,,OPC,2007,OCT ,,,OPC2,60,3,0.22,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
cbmocnut  ,P,04/29/2008 7:15,1,1,1,1,,0.0033,<0>  ,0.044,<0>  ,0.0129,<0>  ,0.572,<0>  ,0.585,<0>  ,25.4,<0>  ,,OPC,2008,APR,12:26:00,rising,OPC1,10,1,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
