Submerged Aquatic Vegetation Monitoring Effort,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,30,2,0.67,,,,,,,,,1.15,3.6,0,0,0,0,,0,38.70967741935484,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,30,3,0.67,,,,,,,,,1.15,3.6,0,0,0,0,,0,38.70967741935484,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,40,1,0.8,0.7,1391,1420,,24.4,7.6,91,25,1.18,10.4,0.23659999999999998,0,0,0,,0,111.82795698924731,2.544086021505376,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,40,2,0.8,,,,,,,,,1.18,9.6,0.16899999999999998,0,0,0,,0,103.2258064516129,1.8172043010752688,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,40,3,0.8,,,,,,,,,1.18,4.8,0,0,0,0,,0,51.61290322580645,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,50,1,0.7,0.7,1391,1420,,24.4,7.6,91,65,0.75,22.4,0,0,0,0,,0,240.86021505376343,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,50,2,0.7,,,,,,,,,0.75,24.8,0,0,0,0,,0,266.6666666666667,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,50,3,0.7,,,,,,,,,0.75,10.4,0,0,0,0,,0,111.82795698924731,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,60,1,0.63,0.7,1391,1420,,24.4,7.6,91,95,0.63,28,0,0,0,0,,0,301.0752688172043,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,60,2,0.63,,,,,,,,,0.63,33.6,0,0,0,0,,0,361.2903225806452,0,0,0
OPC,2007-08-24 00:00:00,2007,Aug,OPCC1,60,3,0.63,,,,,,,,,0.63,16,0,0,0,0,,0,172.04301075268816,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,10,1,0.48,1,1338,1740,,12.8,8.3,73.2,,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,10,2,0.48,,,,,,,,,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,10,3,0.48,,,,,,,,,0.59,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,20,1,0.45,1,1338,1740,,12.8,8.3,73.2,,0.67,0.24,0,0,0,0,,0,2.5806451612903225,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,20,2,0.45,,,,,,,,,0.67,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,20,3,0.45,,,,,,,,,0.67,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,30,1,0.27,1,1338,1740,,12.8,8.3,73.2,,0.46,0.48,0,0.604,0,0,,0,5.161290322580645,0,6.494623655913978,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,30,2,0.27,,,,,,,,,0.46,1.6,0,0.0604,0,0,,0,17.20430107526882,0,0.6494623655913979,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,30,3,0.27,,,,,,,,,0.46,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,40,1,0.19,1,1338,1740,,12.8,8.3,73.2,,0.41,0.48,0,0,0,0,,0,5.161290322580645,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,40,2,0.19,,,,,,,,,0.41,0.48,0,0,0,0,,0,5.161290322580645,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,40,3,0.19,,,,,,,,,0.41,0.56,0,0,0,0,,0,6.021505376344087,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,50,1,0.24,1,1338,1740,,12.8,8.3,73.2,,0.39,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,50,2,0.24,,,,,,,,,0.39,0.44,0,0,0,0,,0,4.731182795698925,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,50,3,0.24,,,,,,,,,0.39,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,60,1,0.22,1,1338,1740,,12.8,8.3,73.2,,0.35,0.48,0,0,0,0,,0,5.161290322580645,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,60,2,0.22,,,,,,,,,0.35,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC2,60,3,0.22,,,,,,,,,0.35,0.56,0,0,0,0,,0,6.021505376344087,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,10,1,0.35,,,,,12.8,8.3,73.2,CSB,0.54,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,10,2,0.35,,,,,,,,,0.54,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,10,3,0.35,,,,,,,,,0.54,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,20,1,0.3,,,,,12.8,8.3,73.2,CSB,0.7,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,20,2,0.3,,,,,,,,,0.7,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,20,3,0.3,,,,,,,,,0.7,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,30,1,0.35,,,,,12.8,8.3,73.2,CSB,0.88,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,30,2,0.35,,,,,,,,,0.88,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,30,3,0.35,,,,,,,,,0.88,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,40,1,0.32,,,,,12.8,8.3,73.2,CSB,0.8,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,40,2,0.32,,,,,,,,,0.8,0.56,0,0,0,0,,0,6.021505376344087,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,40,3,0.32,,,,,,,,,0.8,0.28,0,0,0,0,,0,3.0107526881720434,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,50,1,0.28,,,,,12.8,8.3,73.2,CSB,0.8,0,0,0,0,0,,0,0,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,50,2,0.28,,,,,,,,,0.8,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,50,3,0.28,,,,,,,,,0.8,0.16,0,0,0,0,,0,1.7204301075268817,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,60,1,0.35,,,,,12.8,8.3,73.2,CSB,0.85,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,60,2,0.35,,,,,,,,,0.85,0.28,0,0,0,0,,0,3.0107526881720434,0,0,0
OPC,2007-10-30 00:00:00,2007,Oct,OPC1,60,3,0.35,,,,,,,,,0.85,0.28,0,0,0,0,,0,3.0107526881720434,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,10,1,0.24,0.8,975,1295,,13.5,8.08,78.5,CSB,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,10,2,0.24,,,,,,,,,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,10,3,0.24,,,,,,,,,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,20,1,0.29,0.8,975,1295,,13.5,8.08,78.5,CSB,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,20,2,0.29,,,,,,,,,0.59,0.8,0,0,0,0,,0,8.60215053763441,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,20,3,0.29,,,,,,,,,0.59,0,0,0,0,0,,0,0,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,30,1,0.34,0.8,975,1295,,13.5,8.08,78.5,CSB,0.58,0.2,0,0,0,0,,0,2.1505376344086025,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,30,2,0.34,,,,,,,,,0.58,0.12,0,0,1.115,0,,0,1.2903225806451613,0,0,11.989247311827956
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,30,3,0.34,,,,,,,,,0.58,0.56,0,0,0,0,,0,6.021505376344087,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,40,1,0.28,0.8,975,1295,,13.5,8.08,78.5,CSB,0.62,0.16,0,0,0,0,,0,1.7204301075268817,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,40,2,0.28,,,,,,,,,0.62,0.2,0,0,0,0,,0,2.1505376344086025,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,40,3,0.28,,,,,,,,,0.62,0.48,0,0,0,0,,0,5.161290322580645,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,50,1,0.34,0.8,975,1295,,13.5,8.08,78.5,CSB,0.66,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,50,2,0.34,,,,,,,,,0.66,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,50,3,0.34,,,,,,,,,0.66,1.4,0,0,0.0892,0,,0,15.053763440860214,0,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,60,1,0.46,0.8,975,1295,,13.5,8.08,78.5,CSB,0.62,0.32,0,0,0.223,0,,0,3.4408602150537635,0,0,2.3978494623655915
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,60,2,0.46,,,,,,,,,0.62,1,0.5069999999999999,0,0,0,,0,10.75268817204301,5.451612903225805,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPC3,60,3,0.46,,,,,,,,,0.62,2,0,0,0.0892,0,,0,21.50537634408602,0,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,10,1,0.29,1.4,2092,2625,,14.4,7.73,75.6,CSB,0.8,8,0,0,0,0,,0,86.02150537634408,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,10,2,0.29,,,,,,,,,0.8,4.2,0,0,0,0,,0,45.16129032258065,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,10,3,0.29,,,,,,,,,0.8,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,20,1,0.36,1.4,2092,2625,,14.4,7.73,75.6,CSB,0.92,5.6,0,0,0,0,,0,60.21505376344086,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,20,2,0.36,,,,,,,,,0.92,1.12,0,0,0,0,,0,12.043010752688174,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,20,3,0.36,,,,,,,,,0.92,0.4,0,0,0,0,,0,4.301075268817205,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,30,1,0.38,1.4,2092,2625,,14.4,7.73,75.6,CSB,0.93,6.4,0,0,0,0,,0,68.81720430107528,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,30,2,0.38,,,,,,,,,0.93,2,0,0,0,0,,0,21.50537634408602,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,30,3,0.38,,,,,,,,,0.93,1.2,0,0,0,0,,0,12.903225806451612,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,40,1,0.4,1.4,2092,2625,,14.4,7.73,75.6,CSB,1,6.4,0,0,0.0892,0,,0,68.81720430107528,0,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,40,2,0.4,,,,,,,,,1,6,0,0,0.7136,0,,0,64.51612903225806,0,0,7.673118279569892
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,40,3,0.4,,,,,,,,,1,1.6,0,0,0,0,,0,17.20430107526882,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,50,1,0.33,1.4,2092,2625,,14.4,7.73,75.6,CSB,1.04,0.68,0,0,0,0,,0,7.311827956989248,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,50,2,0.33,,,,,,,,,1.04,0.36,0,0,0,0,,0,3.8709677419354835,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,50,3,0.33,,,,,,,,,1.04,0.44,0,0,0.0892,0,,0,4.731182795698925,0,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,60,1,0.27,1.4,2092,2625,,14.4,7.73,75.6,CSB,0.95,2,0,0,0,0,,0,21.50537634408602,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,60,2,0.27,,,,,,,,,,1,0,0,0,0,,0,10.75268817204301,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC2,60,3,0.27,,,,,,,,,,2.2,0,0,0,0,,0,23.655913978494624,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,10,1,0.34,1.9,2938,3857,,14.6,10.32,104,CSB,0.56,0.2,0,0,0,0,,0,2.1505376344086025,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,10,2,0.34,,,,,,,,,0.56,0,0,0,0,0,,0,0,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,10,3,0.34,,,,,,,,,0.56,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,20,1,0.45,1.9,2938,3857,,14.6,10.32,104,CSB,1.05,2.6,0.16899999999999998,0,0,0,,0,27.956989247311828,1.8172043010752688,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,20,2,0.45,,,,,,,,,1.05,2.2,0,0,0.0892,0,,0,23.655913978494624,0,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,20,3,0.45,,,,,,,,,1.05,0.6,0.16899999999999998,0,0.0892,0,,0,6.451612903225806,1.8172043010752688,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,30,1,0.4,1.9,2938,3857,,14.6,10.32,104,CSB,1.24,0,0.1352,0,0.1784,0,,0,0,1.453763440860215,0,1.918279569892473
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,30,2,0.4,,,,,,,,,1.24,2.4,0.0676,0,0.446,0,,0,25.806451612903224,0.7268817204301075,0,4.795698924731183
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,30,3,0.4,,,,,,,,,1.24,0.64,0.0676,0,0.0892,0,,0,6.881720430107527,0.7268817204301075,0,0.9591397849462365
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,40,1,0.38,1.9,2938,3857,,14.6,10.32,104,CSB,1.24,0.52,1.3519999999999999,0,0,0,,0,5.591397849462366,14.53763440860215,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,40,2,0.38,,,,,,,,,1.24,0.36,0.1352,0,0,0,,0,3.8709677419354835,1.453763440860215,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,40,3,0.38,,,,,,,,,1.24,0.44,3.38,0,0,0,,0,4.731182795698925,36.344086021505376,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,50,1,0.49,1.9,2938,3857,,14.6,10.32,104,CSB,1.39,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,50,2,0.49,,,,,,,,,1.39,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,50,3,0.49,,,,,,,,,1.39,0,0,0,0,0,,0,0,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,60,1,0.32,1.9,2938,3857,,14.6,10.32,104,CSB,0.86,2,0,0,0,0,,0,21.50537634408602,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,60,2,0.32,,,,,,,,,0.86,6,0,0,0,0,,0,64.51612903225806,0,0,0
OPC,2007-11-01 00:00:00,2007,Nov,OPCC1,60,3,0.32,,,,,,,,,0.86,2.4,0,0,0,0,,0,25.806451612903224,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,10,1,0.32,0.1,242.5,186.8,,13.2,10.03,94,CSB,0.52,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,10,2,0.32,,,,,,,,,0.52,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,10,3,0.32,,,,,,,,,0.52,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,20,1,0.41,0.1,242.5,186.8,,13.2,10.03,94,CSB,0.58,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,20,2,0.41,,,,,,,,,0.58,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,20,3,0.41,,,,,,,,,0.58,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,30,1,0.4,0.1,242.5,186.8,,13.2,10.03,94,CSB,0.72,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,30,2,0.4,,,,,,,,,0.72,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,30,3,0.4,,,,,,,,,0.72,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,40,1,0.38,0.1,242.5,186.8,,13.2,10.03,94,CSB,0.72,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,40,2,0.38,,,,,,,,,0.72,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,40,3,0.38,,,,,,,,,0.72,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,50,1,0.47,0.1,242.5,186.8,,13.2,10.03,94,CSB,0.86,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,50,2,0.47,,,,,,,,,0.86,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,50,3,0.47,,,,,,,,,0.86,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,60,1,0.36,0.1,242.5,186.8,,13.2,10.03,94,CSB,0.81,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,60,2,0.36,,,,,,,,,0.81,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC1,60,3,0.36,,,,,,,,,0.81,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,10,1,0.28,0.1,189.7,239.7,,14.4,8.72,85.8,CSB,0.45,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,10,2,0.28,,,,,,,,,0.45,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,10,3,0.28,,,,,,,,,0.45,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,20,1,0.28,0.1,189.7,239.7,,14.4,8.72,85.8,CSB,0.54,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,20,2,0.28,,,,,,,,,0.54,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,20,3,0.28,,,,,,,,,0.54,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,30,1,0.18,0.1,189.7,239.7,,14.4,8.72,85.8,CSB,0.25,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,30,2,0.18,,,,,,,,,0.25,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,30,3,0.18,,,,,,,,,0.25,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,40,1,0.26,0.1,189.7,239.7,,14.4,8.72,85.8,CSB,0.48,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,40,2,0.26,,,,,,,,,0.48,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,40,3,0.26,,,,,,,,,0.48,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,50,1,0.28,0.1,189.7,239.7,,14.4,8.72,85.8,CSB,0.51,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,50,2,0.28,,,,,,,,,0.51,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,50,3,0.28,,,,,,,,,0.51,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,60,1,0.3,0.1,189.7,239.7,,14.4,8.72,85.8,CSB,0.48,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,60,2,0.3,,,,,,,,,0.48,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC2,60,3,0.3,,,,,,,,,0.48,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,10,1,0.34,0.1,162,198,,15.6,9.1,90.4,CSB,0.51,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,10,2,0.34,,,,,,,,,0.51,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,10,3,0.34,,,,,,,,,0.51,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,20,1,0.32,0.1,162,198,,15.6,9.1,90.4,CSB,0.47,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,20,2,0.32,,,,,,,,,0.47,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,20,3,0.32,,,,,,,,,0.47,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,30,1,0.31,0.1,162,198,,15.6,9.1,90.4,CSB,0.55,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,30,2,0.31,,,,,,,,,0.55,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,30,3,0.31,,,,,,,,,0.55,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,40,1,0.32,0.1,162,198,,15.6,9.1,90.4,CSB,0.59,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,40,2,0.32,,,,,,,,,0.59,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,40,3,0.32,,,,,,,,,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,50,1,0.2,0.1,162,198,,15.6,9.1,90.4,CSB,0.61,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,50,2,0.2,,,,,,,,,0.61,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,50,3,0.2,,,,,,,,,0.61,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,60,1,0.35,0.1,162,198,,15.6,9.1,90.4,CSB,0.65,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,60,2,0.35,,,,,,,,,0.65,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPC3,60,3,0.35,,,,,,,,,0.65,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,10,1,0.3,0.1,179,239,,12.9,7.3,70,CSB,0.6,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,10,2,0.3,,,,,,,,,0.6,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,10,3,0.3,,,,,,,,,0.6,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,20,1,0.35,0.1,179,239,,12.9,7.3,70,CSB,0.7,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,20,2,0.35,,,,,,,,,0.7,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,20,3,0.35,,,,,,,,,0.7,0,0,0,0.1338,0,,0,0,0,0,1.4387096774193548
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,30,1,0.3,0.1,179,239,,12.9,7.3,70,CSB,1.6,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,30,2,0.3,,,,,,,,,1.6,0,0,0,0,0,,0,0,0,0,0
