Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM
OPC,2007-10-30,2007,OCT ,,,OPC2,60,3,0.22,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,10:20:00,high tide- coming in,OPC3,10,1,0.24,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,10,2,0.24,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,10,3,0.24,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,20,1,0.29,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,20,2,0.29,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,20,3,0.29,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,30,1,0.34,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,30,2,0.34,3,0.0,0.0,25.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,30,3,0.34,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,40,1,0.28,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,40,2,0.28,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,40,3,0.28,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,50,1,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,50,2,0.34,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,50,3,0.34,35,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,60,1,0.46,8,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,60,2,0.46,25,15.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPC3,60,3,0.46,50,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,13:17:00,high,OPCC1,10,1,0.34,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,10,2,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,10,3,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,20,1,0.45,65,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,20,2,0.45,35,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,20,3,0.45,15,5.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,30,1,0.4,0,4.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,30,2,0.4,60,2.0,0.0,10.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,30,3,0.4,16,2.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,40,1,0.38,13,40.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,40,2,0.38,9,4.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,40,3,0.38,11,100.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,50,1,0.49,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,50,2,0.49,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,50,3,0.49,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,60,1,0.32,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,60,2,0.32,150,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC1,60,3,0.32,60,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,11:52:00,HIGH,OPCC2,10,1,0.29,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,10,2,0.29,105,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,10,3,0.29,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,20,1,0.36,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,20,2,0.36,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,20,3,0.36,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,30,1,0.38,160,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,30,2,0.38,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,30,3,0.38,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,40,1,0.4,160,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,40,2,0.4,150,0.0,0.0,16.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,40,3,0.4,40,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,50,1,0.33,17,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,50,2,0.33,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,50,3,0.33,11,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,60,1,0.27,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,60,2,0.27,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2007-11-01,2007,NOV,,,OPCC2,60,3,0.27,55,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,12:26:00,rising,OPC1,10,1,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,10,2,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,10,3,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,20,1,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,20,2,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,20,3,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,30,1,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,30,2,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,30,3,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,40,1,0.38,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,40,2,0.38,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,40,3,0.38,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,50,1,0.47,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,50,2,0.47,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,50,3,0.47,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,60,1,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,60,2,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC1,60,3,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,13:17:00,rising,OPC2,10,1,0.28,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,10,2,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,10,3,0.28,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,20,1,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,20,2,0.28,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,20,3,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,30,1,0.18,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,30,2,0.18,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,30,3,0.18,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,40,1,0.26,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,40,2,0.26,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,40,3,0.26,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,50,1,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,50,2,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,50,3,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,60,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,60,2,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC2,60,3,0.3,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,14:34:00,,OPC3,10,1,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,10,2,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,10,3,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,20,1,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,20,2,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,20,3,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,30,1,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,30,2,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,30,3,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,40,1,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,40,2,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,40,3,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,50,1,0.2,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,50,2,0.2,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,50,3,0.2,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,60,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,60,2,0.35,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPC3,60,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,10:59:00,low   0.7,OPCC1,10,1,0.3,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,10,2,0.3,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,10,3,0.3,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,20,1,0.35,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,20,2,0.35,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,20,3,0.35,0,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,30,1,0.3,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,30,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,30,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,40,1,0.3,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,40,2,0.3,0,2.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,40,3,0.3,0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,50,1,0.35,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,50,2,0.35,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,50,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,60,1,0.33,2,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,60,2,0.33,2,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC1,60,3,0.33,0,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,09:56:00,low   0.7,OPCC2,10,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,10,2,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,10,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,20,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,20,2,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,20,3,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,30,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,30,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,30,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,40,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,40,2,0.3,2,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,40,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,50,1,0.2,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,50,2,0.2,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,50,3,0.2,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,60,1,0.3,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,60,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-04-29,2008,APR,,,OPCC2,60,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,1900-01-11 08:24:00,Going out,OPC1,10,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,10,2,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,10,3,0.23,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,20,1,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,20,2,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,20,3,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,30,1,0.33,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,30,2,0.35,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,30,3,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,40,1,0.33,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,40,2,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,40,3,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,50,1,0.33,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,50,2,0.34,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,50,3,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,60,1,0.32,21,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,60,2,0.37,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC1,60,3,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,12:47:00,Going out,OPC2,10,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,10,2,0.37,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,10,3,0.28,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,20,1,0.34,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,20,2,0.3,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,20,3,0.29,75,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,30,1,0.25,70,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,30,2,0.37,40,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,30,3,0.34,52,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,40,1,0.33,75,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,40,2,0.36,130,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,40,3,0.32,60,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,50,1,0.25,150,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,50,2,0.32,110,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,50,3,0.34,105,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,60,1,0.33,100,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,60,2,0.35,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC2,60,3,0.35,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,09:30:00,High   2.4,OPC3,10,1,0.28,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,10,2,0.38,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,10,3,0.29,43,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,20,1,0.24,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,20,2,0.34,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,20,3,0.31,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,30,1,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,30,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,30,3,0.24,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,40,1,0.25,27,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,40,2,0.39,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,40,3,0.3,24,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,50,1,0.31,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,50,2,0.34,55,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,50,3,0.27,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,60,1,0.23,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,60,2,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-20,2008,JUN,,,OPC3,60,3,0.33,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,11:49:00,,OPCC1,10,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,10,2,0.29,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,10,3,0.27,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,20,1,0.25,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,20,2,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,20,3,0.25,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,30,1,0.23,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,30,2,0.28,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,30,3,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,40,1,0.25,2,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,40,2,0.28,2,0.0,0.0,12.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,40,3,0.21,5,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,50,1,0.3,14,0.0,0.0,29.0,,0.0,0.0,0.0,,0.0
